Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
954,Chococonut Chip Cookies,10 mins,10 mins,20 mins,72,6 dozen,"['1 cup butter', '1 cup white sugar', '½ cup light brown sugar', '2  eggs', '1 teaspoon vanilla extract', '2 ¼ cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '2 cups semisweet chocolate chips', '2 cups flaked coconut']","['Preheat the oven to 375 degrees F (190 degrees C)', 'Beat butter, white sugar, and brown sugar together with an electric mixer in a large bowl until light and fluffy', 'Beat first egg into butter mixture', 'Beat second egg into mixture along with vanilla extract', 'Combine flour, baking soda, and salt together in a separate bowl; stir into butter mixture until just combined', 'Fold in chocolate chips and coconut', 'Drop spoonfuls of dough 2 inches apart onto ungreased cookie sheets', 'Bake in the preheated oven until edges are golden, about 8 to 10 minutes', 'Cool on the cookie sheets briefly before removing to a wire rack to cool completely']",4.7,https://www.allrecipes.com/recipe/19205/chococonut-chip-cookies/,/Desserts/Cookies/Fruit Cookie Recipes/Coconut/,"{'Total': 'Sugars 7g', 'Saturated': 'Fat 3g 15%', 'Cholesterol': '12mg 4%', 'Sodium': '77mg 3%', 'Dietary': 'Fiber 1g 2%', 'Protein': '1g', 'Calcium': '5mg 0%', 'Iron': '0mg 2%', 'Potassium': '33mg 1%'}","Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 72, Yield: 6 dozen",https://www.allrecipes.com/thmb/hssY-4-6zBmILi5Z6FnSQUcPfgE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1478369-8e637c60e6f54101ab3c705cf97e77f0.jpg
88,Mom's Apple Fritters,20 mins,15 mins,35 mins,24,,"['1 quart vegetable oil for deep-frying', '1 ½ cups all-purpose flour', '1 tablespoon white sugar', '2 teaspoons baking powder', '½ teaspoon salt', '⅔ cup milk', '2 large eggs', 'beaten', '1 tablespoon vegetable oil', '3 cups apples - peeled', 'cored and chopped', '1 cup cinnamon sugar']","['Heat oil in a deep fryer or electric skillet to 375 degrees F (190 degrees C)', 'Stir together flour, sugar, baking powder, and salt in a large bowl', 'Pour in milk, eggs, and oil; stir until well blended', 'Mix in apples until evenly distributed', 'Working in small batches to prevent overcrowding, drop spoonfuls of batter into the deep fryer and fry in hot oil until golden all over, about 5 minutes', 'Use a slotted spoon to transfer fritters to a paper towel-lined plate', 'Toss warm fritters with cinnamon sugar in a bowl until well coated', 'Dotdash Meredith Food Studios']",4.5,https://www.allrecipes.com/recipe/90295/moms-apple-fritters/,/Bread/Quick Bread Recipes/,"{'Total': 'Sugars 3g', 'Saturated': 'Fat 1g 4%', 'Cholesterol': '16mg 5%', 'Sodium': '98mg 4%', 'Dietary': 'Fiber 1g 2%', 'Protein': '2g', 'Vitamin': 'C 1mg 4%', 'Calcium': '35mg 3%', 'Iron': '1mg 3%', 'Potassium': '41mg 1%'}","Prep Time: 20 mins, Cook Time: 15 mins, Total Time: 35 mins, Servings: 24",https://www.allrecipes.com/thmb/cU_5TCv2LWEf-I2QJbXTsJUaGSI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/90295-moms-apple-fritters-ddmfs-1X1-5783-a6edf46cd33c4a00ad5a02432822e57d.jpg
596,Strawberry Oatmeal Breakfast Smoothie,5 mins,,5 mins,2,,"['1 cup soy milk', '½ cup rolled oats', '14  frozen strawberries', '1  banana', 'broken into chunks', '1 ½ teaspoons white sugar (Optional)', '½ teaspoon vanilla extract (Optional)']","['Blend soy milk, oats, strawberries, and banana in a blender until smooth', 'Add sugar and vanilla and blend again until smooth', 'Pour into glasses and serve', 'Alberta Rose']",4.4,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,/Breakfast and Brunch/Drinks/,"{'Total': 'Carbohydrate 21g 8%', 'Saturated': 'Fat 1g 3%', 'Sodium': '63mg 3%', 'Dietary': 'Fiber 3g 10%', 'Protein': '7g', 'Calcium': '41mg 3%', 'Iron': '2mg 9%', 'Potassium': '217mg 5%'}","Prep Time: 5 mins, Total Time: 5 mins, Servings: 2",https://www.allrecipes.com/thmb/DlPnojTRGNBSBrlP6xliPzdFspI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/409456-strawberry-oatmeal-breakfast-smoothie-Alberta-Rose-1x1-1-6b6d3d2dc43d49a9ac521cffc963fabb.jpg
997,Anzac Biscuits (Australian Coconut-Oat Cookies),,,,12,2 dozen,"['1 cup quick cooking oats', '¾ cup flaked coconut', '1 cup all-purpose flour', '1 teaspoon baking soda', '1 cup white sugar', '½ cup butter', '1 tablespoon golden syrup', '2 tablespoons boiling water']","['Mix oats, flour, sugar and coconut together', 'In a small saucepan over low heat, melt the syrup and butter together', 'Mix the soda and the boiling water and add to the melted butter and syrup', 'Add butter mixture to the dry ingredients', 'Drop by teaspoons on greased cookie sheets (or baking paper)', 'Bake at 350 degrees F (175 degrees C) for 18 to 20 minutes']",4.7,https://www.allrecipes.com/recipe/9816/anzac-biscuits-australian-coconut-oat-cookies/,/Desserts/Cookies/International Cookie Recipes/Australian Cookies/,"{'Total': 'Sugars 19g', 'Saturated': 'Fat 6g 31%', 'Cholesterol': '20mg 7%', 'Sodium': '174mg 8%', 'Dietary': 'Fiber 1g 5%', 'Protein': '2g', 'Calcium': '8mg 1%', 'Iron': '1mg 4%', 'Potassium': '55mg 1%'}","Servings: 12, Yield: 2 dozen",https://www.allrecipes.com/thmb/BYxBR8z89EVIWtQjbzZ3Qz_3r28=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2337938-2d4b05e0e65b475aa3b11e18226f64f0.jpg
51,German Apple Cake,15 mins,45 mins,1 hrs,24,1 9x13-inch cake,"['1 cup vegetable oil', '2  eggs', '2 cups white sugar', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '½ teaspoon salt', '4 cups apples - peeled', 'cored and diced']","['Preheat the oven to 350 degrees F (175 degrees C)', 'Grease and flour a 9x13-inch cake pan', 'Beat oil and eggs in a mixing bowl with an electric mixer until creamy', 'Add sugar and vanilla; beat well', 'Stir together flour, cinnamon, baking soda, and salt in a bowl', 'Slowly add flour mixture to egg mixture; mix until combined', 'The batter will be very thick', 'Fold in apples by hand using a wooden spoon', 'Spread batter into the prepared pan', 'Bake cake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes', 'Cool cake on a wire rack']",4.6,https://www.allrecipes.com/recipe/7915/german-apple-cake-i/,/Cuisine/European/German/,"{'Total': 'Sugars 19g', 'Saturated': 'Fat 1g 7%', 'Cholesterol': '16mg 5%', 'Sodium': '107mg 5%', 'Dietary': 'Fiber 1g 3%', 'Protein': '2g', 'Vitamin': 'C 1mg 5%', 'Calcium': '7mg 1%', 'Iron': '1mg 3%', 'Potassium': '41mg 1%'}","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 24, Yield: 1 9x13-inch cake",https://www.allrecipes.com/thmb/u5wGUc1jJfOfLV8eG9Fl87sTyEk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2327614-809148baeed6489bbab268a7d527a08a.jpg
260,Watermelon and Feta Salad with Arugula and Spinach,20 mins,,20 mins,4,8 cups,"['3 tablespoons extra-virgin olive oil', '2 teaspoons white balsamic vinegar', '½ teaspoon kosher salt', '2 cups arugula', '2 cups baby spinach leaves', '1 cup thinly sliced red onion', '1 cup grape tomatoes', 'halved', '½ cup crumbled feta cheese', '2 cups bite sized watermelon chunks']","['Whisk the olive oil, white balsamic vinegar, and salt together in a small bowl; set aside', 'Combine the arugula, spinach, onions, and tomatoes in a large salad bowl', 'Drizzle the vinaigrette over the salad mixture; toss to coat', 'Add the feta cheese and watermelon to serve']",4.7,https://www.allrecipes.com/recipe/218557/watermelon-and-feta-salad-with-arugula-and-spinach/,/Salad/Green Salad Recipes/Spinach Salad Recipes/,"{'Total': 'Sugars 7g', 'Saturated': 'Fat 4g 22%', 'Cholesterol': '17mg 6%', 'Sodium': '470mg 20%', 'Dietary': 'Fiber 2g 6%', 'Protein': '5g', 'Vitamin': 'C 21mg 106%', 'Calcium': '138mg 11%', 'Iron': '1mg 6%', 'Potassium': '346mg 7%'}","Prep Time: 20 mins, Total Time: 20 mins, Servings: 4, Yield: 8 cups",https://www.allrecipes.com/thmb/f3o0ja2Omkq2n_DJRsb0ybajqP4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/826523-0d28ff081bc545d1b7098a4ceb3a524d.jpg
425,Pear Jam,20 mins,20 mins,40 mins,64,8 half-pint jars,"['4 ½ cups mashed ripe pears', '¼ cup lemon juice', '3 tablespoons powdered fruit pectin', '1 teaspoon ground cinnamon', '½ teaspoon ground cloves', '½ teaspoon ground allspice', '½ teaspoon ground nutmeg', '7 ½ cups white sugar', '1 teaspoon butter', '8  half-pint canning jars with lids and rings', 'or as needed']","['Mix pears, lemon juice, fruit pectin, cinnamon, cloves, allspice, and nutmeg in a large heavy pot; bring to a boil, stirring constantly', 'Add sugar all at once, stirring, and bring back to a full rolling boil', 'Boil for 1 minute', 'Mix in butter to settle foam', 'Sterilize the jars and lids in boiling water for at least 5 minutes', 'Pack the pear jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top', 'Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles', 'Wipe the rims of the jars with a moist paper towel to remove any food residue', 'Top with lids, and screw-on rings', 'Place a rack in the bottom of a large stockpot and fill halfway with water', 'Bring to a boil and lower jars into the boiling water using a holder', 'Leave a 2-inch space between the jars', 'Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars', 'Bring the water to a rolling boil, cover the pot, and process for 10 minutes', 'Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool', 'Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)', 'Store in a cool, dark area']",4.4,https://www.allrecipes.com/recipe/228625/pear-jam/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"{'Total': 'Sugars 25g', 'Cholesterol': '0mg 0%', 'Sodium': '1mg 0%', 'Dietary': 'Fiber 0g 1%', 'Protein': '0g', 'Vitamin': 'C 1mg 5%', 'Calcium': '2mg 0%', 'Potassium': '16mg 0%'}","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 64, Yield: 8 half-pint jars",https://www.allrecipes.com/thmb/YS1Dg6RJq4f2398UDZWkz65qUqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4554157-1d1a6c2cba9945f38442a7cc0312904b.jpg
411,Bartlett Pear Pie,20 mins,30 mins,1 hrs 50 mins,8,8 servings,"['1 (9 inch) pie crust pastry', '½ cup unsalted butter', 'softened', '½ cup white sugar', '¼ cup brown sugar', '1 ½ tablespoons all-purpose flour', '1 teaspoon ground nutmeg', '½ teaspoon ground allspice', '¼ teaspoon salt', '1 pinch ground cinnamon', '2  eggs', '5  Bartlett pears', 'peeled and chopped']","['Preheat oven to 375 degrees F (190 degrees C)', 'Press pie crust pastry into a 9-inch pie dish and refrigerate while preparing filling', 'Beat butter, white sugar, brown sugar, flour, nutmeg, allspice, salt, and cinnamon together in a bowl using an electric mixer until smooth', 'Beat eggs, 1 at a time, into butter mixture until incorporated; fold in pears', 'Pour filling into chilled crust', 'Bake in the preheated oven until filling is set in the middle, 30 to 35 minutes', 'Cool completely before serving, about 1 hour']",3.3,https://www.allrecipes.com/recipe/235661/bartlett-pear-pie/,/Desserts/Pies/Fruit Pies/Pear Pie Recipes/,"{'Total': 'Sugars 30g', 'Saturated': 'Fat 10g 48%', 'Cholesterol': '77mg 26%', 'Sodium': '212mg 9%', 'Dietary': 'Fiber 5g 16%', 'Protein': '4g', 'Vitamin': 'C 4mg 22%', 'Calcium': '33mg 3%', 'Iron': '1mg 7%', 'Potassium': '176mg 4%'}","Prep Time: 20 mins, Cook Time: 30 mins, Additional Time: 1 hrs, Total Time: 1 hrs 50 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/TId2TwLzWsk9mLSb0gDtbmaRqtg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4483642-098a70f2451b46ee839a7d5e2bf8ed86.jpg
44,Mulligatawny Soup,20 mins,1 hrs,1 hrs 20 mins,6,,"['½ cup chopped onion', '2 stalks celery', 'chopped', '1  carrot', 'diced', '¼ cup butter', '1 ½ tablespoons all-purpose flour', '1 ½ teaspoons curry powder', '4 cups chicken broth', '½  apple', 'cored and chopped', '¼ cup white rice', '1  skinless', 'boneless chicken breast half - cut into cubes', '1 pinch dried thyme', 'salt and ground black pepper to taste', '½ cup heavy cream', 'heated']","['Melt butter in a large soup pot over medium heat', 'Add onions, celery, and carrot and sauté until soft, 5 to 7 minutes', 'Add flour and curry, and cook 5 more minutes, stirring frequently', 'Add chicken broth, mix well, and bring to a boil', 'Reduce heat and simmer for about 30 minutes', 'Add apple, rice, chicken, thyme, salt, and pepper', 'Simmer until rice is tender, 15 to 20 minutes', 'Just before serving, stir in hot cream', 'TheBritishBaker']",4.8,https://www.allrecipes.com/recipe/13087/mulligatawny-soup-i/,"/Soups, Stews and Chili Recipes/Soup Recipes/Chicken Soup Recipes/","{'Total': 'Sugars 3g', 'Saturated': 'Fat 10g 48%', 'Cholesterol': '62mg 21%', 'Sodium': '734mg 32%', 'Dietary': 'Fiber 1g 5%', 'Protein': '7g', 'Vitamin': 'C 3mg 15%', 'Calcium': '38mg 3%', 'Iron': '1mg 6%', 'Potassium': '186mg 4%'}","Prep Time: 20 mins, Cook Time: 1 hrs, Total Time: 1 hrs 20 mins, Servings: 6",https://www.allrecipes.com/thmb/c5rvXd4iW32dqTECe4PNisvQVDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/804799-33945c287a0d46b4acce8f0247ebf88c.jpg
715,Savory Mango Guacamole,15 mins,,15 mins,6,6 servings,"['3 large avocados', 'peeled and pitted', '1 small red onion', 'chopped', '1  mango - peeled', 'pitted', 'and chopped', '1  lime', 'juiced', '1 tablespoon minced garlic', '1 tablespoon salt', '3 tablespoons chopped fresh cilantro']","['Mash avocados in a medium bowl to a lumpy consistency', 'Mix onion, mango, lime juice, garlic, salt, and cilantro into avocado']",4.7,https://www.allrecipes.com/recipe/221288/savory-mango-guacamole/,/Appetizers and Snacks/Dips and Spreads Recipes/Guacamole Recipes/,"{'Total': 'Sugars 5g', 'Saturated': 'Fat 3g 15%', 'Sodium': '1175mg 51%', 'Dietary': 'Fiber 11g 38%', 'Protein': '3g', 'Vitamin': 'C 26mg 131%', 'Calcium': '30mg 2%', 'Iron': '1mg 6%', 'Potassium': '770mg 16%'}","Prep Time: 15 mins, Total Time: 15 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/aD3V-Ni7EZ3evk_8SLNXKl0KinA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/830949-6411b3840ec347c3886f175bfb7d5d11.jpg
307,The Best Lemon Vinaigrette,10 mins,,10 mins,8,1 cup,"['¼ cup red wine vinegar', '2 tablespoons Dijon mustard', '1 clove garlic', 'minced', '1 teaspoon dried oregano', '½ teaspoon kosher salt', '¼ teaspoon ground black pepper', '½ cup olive oil', '2 tablespoons fresh lemon juice']","['Whisk red wine vinegar, Dijon mustard, garlic, oregano, salt, and pepper together in a small bowl', 'Slowly stream olive oil into vinegar mixture, whisking continuously, until well combined', 'Add lemon juice and whisk to combine', 'Pour vinaigrette into a screw-top jar or bottle; seal', 'Shake before serving']",4.7,https://www.allrecipes.com/recipe/236780/the-best-lemon-vinaigrette/,/Side Dish/Sauces and Condiments/Salad Dressing Recipes/Vinaigrette Dressing Recipes/,"{'Total': 'Sugars 0g', 'Saturated': 'Fat 2g 10%', 'Sodium': '214mg 9%', 'Dietary': 'Fiber 0g 0%', 'Protein': '0g', 'Vitamin': 'C 2mg 10%', 'Calcium': '4mg 0%', 'Iron': '0mg 1%', 'Potassium': '18mg 0%'}","Prep Time: 10 mins, Total Time: 10 mins, Servings: 8, Yield: 1 cup",https://www.allrecipes.com/thmb/-fQkZJqWBieVL4BeZR6sjzPETUY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1109030-the-best-lemon-vinaigrette-Marianne-4x3-1-568abfcb0096492fa187fe0e9af4fbef.jpg
